,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,specialization,Doctor Name,rating,Available Date,Available time,Hospital Address,Hospital Address City,Symptoms
1942,Gastroenteritis,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Paulina Sawfoot,4,19/05/2024,15:38:00,2485 Forest Avenue,Prakhon Chai,"sunken_eyes, dehydration, diarrhoea"
1943,Gastroenteritis,vomiting,dehydration,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Katalin Sellack,2,2024-06-05 00:00:00,15:07:00,013 Waubesa Drive,Tacheng,"vomiting, dehydration, diarrhoea"
1944,Gastroenteritis,vomiting,sunken_eyes,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Keefe Brasseur,1,2024-06-05 00:00:00,16:21:00,0915 Charing Cross Place,Xinji,"vomiting, sunken_eyes, diarrhoea"
1945,Gastroenteritis,vomiting,sunken_eyes,dehydration,,,,,,,,,,,,,,,gastroenterologist,Menard Bortoloni,2,14/05/2024,08:33:00,326 Saint Paul Circle,Dvurechensk,"vomiting, sunken_eyes, dehydration"
1946,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Lulita Burtonwood,3,20/05/2024,16:21:00,74581 Almo Road,Jeziora Wielkie,"vomiting, sunken_eyes, dehydration, diarrhoea"
1947,Gastroenteritis,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Eydie Fullerlove,5,14/05/2024,08:15:00,139 Vidon Circle,Złocieniec,"sunken_eyes, dehydration, diarrhoea"
1948,Gastroenteritis,vomiting,dehydration,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Eloise Hexam,2,24/05/2024,13:51:00,414 Northport Alley,New Orleans,"vomiting, dehydration, diarrhoea"
1949,Gastroenteritis,vomiting,sunken_eyes,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Editha MacComiskey,5,17/05/2024,17:02:00,4337 Monterey Lane,Masaraway,"vomiting, sunken_eyes, diarrhoea"
1950,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Burnaby Melledy,2,2024-09-05 00:00:00,15:39:00,51266 Maywood Way,Colorado Springs,"vomiting, sunken_eyes, dehydration, diarrhoea"
1951,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Vallie Pedrielli,1,27/05/2024,19:19:00,19 Eggendart Road,Roissy Charles-de-Gaulle,"vomiting, sunken_eyes, dehydration, diarrhoea"
1952,Gastroenteritis,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Ezri Korneichuk,5,26/04/2024,10:39:00,9 Bunting Way,Comilla,"sunken_eyes, dehydration, diarrhoea"
1953,Gastroenteritis,vomiting,dehydration,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Taryn Gwyn,4,28/05/2024,12:13:00,366 Burning Wood Park,Betzdorf,"vomiting, dehydration, diarrhoea"
1954,Gastroenteritis,vomiting,sunken_eyes,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Shelby Joskowicz,5,2024-02-05 00:00:00,08:20:00,88 Utah Park,Emalgolin Mongolzuxiang,"vomiting, sunken_eyes, diarrhoea"
1955,Gastroenteritis,vomiting,sunken_eyes,dehydration,,,,,,,,,,,,,,,gastroenterologist,Allister Greenhall,5,19/05/2024,16:04:00,9844 Welch Point,Perepravnaya,"vomiting, sunken_eyes, dehydration"
1956,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Bertha Pipkin,2,26/04/2024,12:59:00,61 Fulton Street,Qingu,"vomiting, sunken_eyes, dehydration, diarrhoea"
1957,Gastroenteritis,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Jerrold Mullaly,2,17/05/2024,14:08:00,85813 Stang Circle,Pamyat’ Parizhskoy Kommuny,"sunken_eyes, dehydration, diarrhoea"
1958,Gastroenteritis,vomiting,dehydration,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Lebbie Swan,4,2024-01-05 00:00:00,11:36:00,08326 Gerald Plaza,Pandan,"vomiting, dehydration, diarrhoea"
1959,Gastroenteritis,vomiting,sunken_eyes,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Priscella Troke,5,13/05/2024,18:59:00,99133 Old Shore Trail,Bao’an,"vomiting, sunken_eyes, diarrhoea"
1960,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Marabel Bernette,3,18/05/2024,08:59:00,8386 Waywood Center,Xanxerê,"vomiting, sunken_eyes, dehydration, diarrhoea"
1961,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Camala Haskayne,2,27/04/2024,11:16:00,382 Ludington Lane,Khorostkiv,"vomiting, sunken_eyes, dehydration, diarrhoea"
1962,Gastroenteritis,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Ingelbert Ramsdell,3,26/04/2024,14:23:00,58711 Macpherson Trail,Jacksonville,"sunken_eyes, dehydration, diarrhoea"
1963,Gastroenteritis,vomiting,dehydration,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Veda Ingleton,3,18/05/2024,13:52:00,9 Westport Street,Kista,"vomiting, dehydration, diarrhoea"
1964,Gastroenteritis,vomiting,sunken_eyes,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Samaria Jedrysik,1,2024-06-05 00:00:00,20:39:00,4817 Scoville Avenue,Tiantai,"vomiting, sunken_eyes, diarrhoea"
1965,Gastroenteritis,vomiting,sunken_eyes,dehydration,,,,,,,,,,,,,,,gastroenterologist,Dick Bygreaves,3,2024-12-05 00:00:00,13:43:00,7656 Fordem Place,Carregal,"vomiting, sunken_eyes, dehydration"
1966,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Lurline Meyer,5,2024-10-05 00:00:00,13:21:00,601 Rutledge Junction,Seidu,"vomiting, sunken_eyes, dehydration, diarrhoea"
1967,Gastroenteritis,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Andree Kliement,3,2024-10-05 00:00:00,18:24:00,367 Northfield Junction,Pingpu,"sunken_eyes, dehydration, diarrhoea"
1968,Gastroenteritis,vomiting,dehydration,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Catherina Noli,1,27/05/2024,09:52:00,19201 Utah Trail,Nusaherang,"vomiting, dehydration, diarrhoea"
1969,Gastroenteritis,vomiting,sunken_eyes,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Daffy Abraham,2,2024-09-05 00:00:00,20:38:00,74568 Rockefeller Court,Yingtou,"vomiting, sunken_eyes, diarrhoea"
1970,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Xymenes Speddin,1,25/04/2024,15:07:00,6423 Manufacturers Court,Oughterard,"vomiting, sunken_eyes, dehydration, diarrhoea"
1971,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Leonanie Aslum,2,21/05/2024,18:40:00,06 Vidon Park,Kultayevo,"vomiting, sunken_eyes, dehydration, diarrhoea"
1972,Gastroenteritis,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Gabbey Simonsen,3,16/05/2024,13:03:00,0134 Fairview Junction,Mahaddayweyne,"sunken_eyes, dehydration, diarrhoea"
1973,Gastroenteritis,vomiting,dehydration,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Louisette Tregenna,1,2024-09-05 00:00:00,11:31:00,13 Porter Parkway,Kitaibaraki,"vomiting, dehydration, diarrhoea"
1974,Gastroenteritis,vomiting,sunken_eyes,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Rafa Creelman,3,26/04/2024,18:25:00,4281 West Alley,Shuangshi,"vomiting, sunken_eyes, diarrhoea"
1975,Gastroenteritis,vomiting,sunken_eyes,dehydration,,,,,,,,,,,,,,,gastroenterologist,Dorisa Ledram,5,2024-12-05 00:00:00,09:06:00,337 Blackbird Street,Ban Khok,"vomiting, sunken_eyes, dehydration"
1976,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Glynda Scrimshire,2,2024-11-05 00:00:00,14:26:00,165 Mendota Plaza,Hikone,"vomiting, sunken_eyes, dehydration, diarrhoea"
1977,Gastroenteritis,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Ambrosius Provost,5,2024-07-05 00:00:00,19:52:00,654 Esker Point,Sergelen,"sunken_eyes, dehydration, diarrhoea"
1978,Gastroenteritis,vomiting,dehydration,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Nevil Machen,5,30/04/2024,08:30:00,910 Prentice Way,Piracuruca,"vomiting, dehydration, diarrhoea"
1979,Gastroenteritis,vomiting,sunken_eyes,diarrhoea,,,,,,,,,,,,,,,gastroenterologist,Marion Face,1,28/05/2024,10:00:00,34 Sunfield Circle,Punsu,"vomiting, sunken_eyes, diarrhoea"
1980,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Clarice Kynforth,3,27/04/2024,20:35:00,2 1st Crossing,Kansas City,"vomiting, sunken_eyes, dehydration, diarrhoea"
1981,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Levi Belden,1,30/05/2024,17:52:00,6588 Fallview Point,Firá,"vomiting, sunken_eyes, dehydration, diarrhoea"
1982,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Georgia Tubby,5,2024-04-05 00:00:00,20:34:00,364 Clemons Place,Uthai Thani,"vomiting, sunken_eyes, dehydration, diarrhoea"
1983,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Marion Kencott,1,2024-06-05 00:00:00,10:49:00,34 Elka Court,Chenzui,"vomiting, sunken_eyes, dehydration, diarrhoea"
1984,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Jerad FitzGeorge,5,2024-01-05 00:00:00,12:19:00,0608 Fremont Drive,Checacupe,"vomiting, sunken_eyes, dehydration, diarrhoea"
1985,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Chadd Kinnane,5,2024-10-05 00:00:00,19:38:00,77 Huxley Terrace,Driefontein,"vomiting, sunken_eyes, dehydration, diarrhoea"
1986,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Burton Mintoft,3,21/05/2024,16:13:00,8 Morrow Street,Cô Tô,"vomiting, sunken_eyes, dehydration, diarrhoea"
1987,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Siegfried Ibanez,5,15/05/2024,17:08:00,16247 Pierstorff Drive,Ponggeok,"vomiting, sunken_eyes, dehydration, diarrhoea"
1988,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Thaddeus De Gogay,5,2024-02-05 00:00:00,13:18:00,1 Westport Center,Laiguangying,"vomiting, sunken_eyes, dehydration, diarrhoea"
1989,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Linc Lyffe,3,20/05/2024,14:08:00,0080 Sage Crossing,Boro,"vomiting, sunken_eyes, dehydration, diarrhoea"
1990,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Kathleen Pellitt,2,2024-10-05 00:00:00,19:48:00,0 Katie Trail,Cagnes-sur-Mer,"vomiting, sunken_eyes, dehydration, diarrhoea"
1991,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Gavan Nussii,5,17/05/2024,11:48:00,2456 Lakewood Gardens Crossing,Jankovec,"vomiting, sunken_eyes, dehydration, diarrhoea"
1992,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Happy Denslow,4,2024-11-05 00:00:00,10:42:00,59693 Autumn Leaf Place,Wilkes Barre,"vomiting, sunken_eyes, dehydration, diarrhoea"
1993,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Luis Lampen,1,2024-06-05 00:00:00,15:03:00,98758 Vernon Terrace,Ílion,"vomiting, sunken_eyes, dehydration, diarrhoea"
1994,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Lorettalorna Adenet,5,17/05/2024,10:10:00,90 Golf Course Drive,Idenao,"vomiting, sunken_eyes, dehydration, diarrhoea"
1995,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Kerrie Bagott,5,2024-08-05 00:00:00,11:17:00,42 Tennessee Trail,Nepomuceno,"vomiting, sunken_eyes, dehydration, diarrhoea"
1996,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Bogey Slaymaker,2,25/04/2024,14:52:00,7369 Northland Point,Saint-Bruno-de-Montarville,"vomiting, sunken_eyes, dehydration, diarrhoea"
1997,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Kimbra Armsden,5,17/05/2024,11:47:00,5377 Thackeray Hill,Al Qamşīyah,"vomiting, sunken_eyes, dehydration, diarrhoea"
1998,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Emlynn Sheals,3,28/04/2024,14:13:00,89132 Mesta Road,Lutou,"vomiting, sunken_eyes, dehydration, diarrhoea"
1999,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Luciano Tonbye,2,2024-02-05 00:00:00,18:44:00,5 Vidon Parkway,Aībak,"vomiting, sunken_eyes, dehydration, diarrhoea"
2000,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Vicky Grimwood,4,20/05/2024,16:11:00,53580 Spohn Avenue,Taiping,"vomiting, sunken_eyes, dehydration, diarrhoea"
2001,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Mariam Yushin,1,25/05/2024,15:35:00,3 Butternut Center,Cotovia,"vomiting, sunken_eyes, dehydration, diarrhoea"
2002,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Vince Paike,3,2024-02-05 00:00:00,19:29:00,93519 Hoepker Hill,Dasha,"vomiting, sunken_eyes, dehydration, diarrhoea"
2003,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Lotta Bassick,5,28/05/2024,17:16:00,90 Hoepker Park,Niigata-shi,"vomiting, sunken_eyes, dehydration, diarrhoea"
2004,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Had Piletic,4,26/05/2024,13:57:00,3 Toban Terrace,Kokofata,"vomiting, sunken_eyes, dehydration, diarrhoea"
2005,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Koral Langmuir,2,2024-03-05 00:00:00,11:35:00,04 Sherman Alley,Zombo,"vomiting, sunken_eyes, dehydration, diarrhoea"
2006,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Darbie Dast,2,29/04/2024,13:28:00,7829 Brentwood Pass,Doubravice nad Svitavou,"vomiting, sunken_eyes, dehydration, diarrhoea"
2007,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Page Goggey,1,27/04/2024,08:45:00,8 Mosinee Hill,Skála,"vomiting, sunken_eyes, dehydration, diarrhoea"
2008,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Papageno Tuffs,1,2024-11-05 00:00:00,17:38:00,5 Forster Lane,Buang,"vomiting, sunken_eyes, dehydration, diarrhoea"
2009,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Daisy Woolis,3,2024-06-05 00:00:00,12:06:00,2695 Randy Pass,Lahishyn,"vomiting, sunken_eyes, dehydration, diarrhoea"
2010,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Babbette Readshall,3,13/05/2024,17:50:00,4 Eggendart Lane,Botigues,"vomiting, sunken_eyes, dehydration, diarrhoea"
2011,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Birgitta Piercy,2,2024-09-05 00:00:00,14:17:00,40574 Lyons Street,Luoqi,"vomiting, sunken_eyes, dehydration, diarrhoea"
2012,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Duncan Kruse,2,28/04/2024,10:41:00,256 Northview Plaza,Parlilitan,"vomiting, sunken_eyes, dehydration, diarrhoea"
2013,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Kiley Julian,3,2024-02-05 00:00:00,18:32:00,6494 Carberry Plaza,Babakantonggoh,"vomiting, sunken_eyes, dehydration, diarrhoea"
2014,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Celinda Peachman,3,29/04/2024,13:28:00,151 Corry Way,Bobonan,"vomiting, sunken_eyes, dehydration, diarrhoea"
2015,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Arvin Spenclay,5,28/05/2024,08:36:00,847 Roth Place,Nanyo,"vomiting, sunken_eyes, dehydration, diarrhoea"
2016,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Evita Swalteridge,1,2024-02-05 00:00:00,13:22:00,19600 Banding Hill,Tuusniemi,"vomiting, sunken_eyes, dehydration, diarrhoea"
2017,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Felipa Darrigone,1,28/04/2024,10:04:00,61640 Corben Hill,Shitong,"vomiting, sunken_eyes, dehydration, diarrhoea"
2018,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Garold Meace,2,25/05/2024,12:04:00,59 Mcguire Street,Binabaan,"vomiting, sunken_eyes, dehydration, diarrhoea"
2019,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Kerwinn Gores,5,19/05/2024,16:05:00,22120 Memorial Plaza,Pandakan,"vomiting, sunken_eyes, dehydration, diarrhoea"
2020,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Meredithe Farge,1,2024-02-05 00:00:00,14:04:00,43549 Loftsgordon Way,Cournon-d'Auvergne,"vomiting, sunken_eyes, dehydration, diarrhoea"
2021,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Horatio Talman,3,15/05/2024,14:04:00,37134 Northridge Center,San Fabian,"vomiting, sunken_eyes, dehydration, diarrhoea"
2022,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Bobina Oxby,1,13/05/2024,13:35:00,902 Elka Alley,Kecskemét,"vomiting, sunken_eyes, dehydration, diarrhoea"
2023,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Tommi Ropkes,4,2024-11-05 00:00:00,08:28:00,569 Brown Point,Basing,"vomiting, sunken_eyes, dehydration, diarrhoea"
2024,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Dimitry Carling,5,21/05/2024,09:44:00,13938 Duke Terrace,Ängelholm,"vomiting, sunken_eyes, dehydration, diarrhoea"
2025,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Gabriel Gegg,5,25/04/2024,13:42:00,0293 Johnson Lane,Puerto Quellón,"vomiting, sunken_eyes, dehydration, diarrhoea"
2026,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Devondra Nisard,4,2024-11-05 00:00:00,13:27:00,564 Oriole Pass,Bershet’,"vomiting, sunken_eyes, dehydration, diarrhoea"
2027,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Bonita Barrs,4,26/04/2024,15:21:00,48908 Susan Avenue,Kruisfontein,"vomiting, sunken_eyes, dehydration, diarrhoea"
2028,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Valdemar Poundesford,5,30/05/2024,20:29:00,09 Reinke Court,Dumlan,"vomiting, sunken_eyes, dehydration, diarrhoea"
2029,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Blaine Barwack,1,2024-01-05 00:00:00,16:41:00,08550 Rigney Hill,Sriwing,"vomiting, sunken_eyes, dehydration, diarrhoea"
2030,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Lazarus Koppel,1,13/05/2024,19:16:00,990 Dawn Way,Cihaur,"vomiting, sunken_eyes, dehydration, diarrhoea"
2031,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Truman Hachard,5,2024-04-05 00:00:00,12:22:00,6 Sherman Street,Gŭlŭbovo,"vomiting, sunken_eyes, dehydration, diarrhoea"
2032,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Luca Longhorne,4,30/05/2024,10:19:00,3 Glacier Hill Terrace,Ar Ramāḑīn,"vomiting, sunken_eyes, dehydration, diarrhoea"
2033,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Findlay Beetles,1,29/05/2024,14:19:00,26 Graceland Court,Wupu,"vomiting, sunken_eyes, dehydration, diarrhoea"
2034,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Tommie Duchenne,1,2024-10-05 00:00:00,11:24:00,512 Carberry Circle,Airmadidi,"vomiting, sunken_eyes, dehydration, diarrhoea"
2035,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Felipe Budik,5,27/05/2024,08:50:00,5 Menomonie Park,Frontignan,"vomiting, sunken_eyes, dehydration, diarrhoea"
2036,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Amalia Willsmore,4,26/04/2024,09:21:00,6089 3rd Way,Ternopil’,"vomiting, sunken_eyes, dehydration, diarrhoea"
2037,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Holly Phateplace,3,2024-02-05 00:00:00,12:33:00,43 South Alley,Carayaó,"vomiting, sunken_eyes, dehydration, diarrhoea"
2038,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Kirby Sneyd,5,16/05/2024,15:34:00,3 Iowa Hill,Ruda-Huta,"vomiting, sunken_eyes, dehydration, diarrhoea"
2039,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,gastroenterologist,Gus Mariner,5,28/04/2024,14:15:00,1 Acker Lane,Nailong,"vomiting, sunken_eyes, dehydration, diarrhoea"
2040,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain,,,,,,,,,,,,gastroenterologist,Arron Castagnaro,5,19/05/2024,14:08:00,70 Mayer Junction,Jianping,"stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain"
2041,GERD,stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain,,,,,,,,,,,,,gastroenterologist,Casi Sorton,4,2024-05-05 00:00:00,09:42:00,4398 Birchwood Crossing,Mosta,"stomach_pain, ulcers_on_tongue, vomiting, cough, chest_pain"
2042,GERD,stomach_pain,acidity,vomiting,cough,chest_pain,,,,,,,,,,,,,gastroenterologist,Genny Blaksley,2,2024-12-05 00:00:00,12:36:00,54 Kensington Court,Binkolo,"stomach_pain, acidity, vomiting, cough, chest_pain"
2043,GERD,stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain,,,,,,,,,,,,,gastroenterologist,Wilfrid Petley,5,2024-08-05 00:00:00,14:35:00,050 Pierstorff Court,Conde,"stomach_pain, acidity, ulcers_on_tongue, cough, chest_pain"
2044,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,chest_pain,,,,,,,,,,,,,gastroenterologist,Rickard Alvaro,3,2024-03-05 00:00:00,12:37:00,526 Bartelt Point,Ādilpur,"stomach_pain, acidity, ulcers_on_tongue, vomiting, chest_pain"
2045,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,,,,,,,,,,,,,gastroenterologist,Meris Brougham,4,25/04/2024,09:57:00,47 Blue Bill Park Crossing,Tembisa,"stomach_pain, acidity, ulcers_on_tongue, vomiting, cough"
2046,GERD,acidity,ulcers_on_tongue,vomiting,cough,chest_pain,,,,,,,,,,,,,gastroenterologist,Darline Hubach,4,28/04/2024,17:50:00,7 Logan Park,El Carmen,"acidity, ulcers_on_tongue, vomiting, cough, chest_pain"
2047,GERD,stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain,,,,,,,,,,,,,gastroenterologist,Hesther Polle,1,16/05/2024,15:52:00,42543 Farragut Point,Nairobi,"stomach_pain, ulcers_on_tongue, vomiting, cough, chest_pain"
2048,GERD,stomach_pain,acidity,vomiting,cough,chest_pain,,,,,,,,,,,,,gastroenterologist,Bearnard Alphege,3,21/05/2024,17:21:00,16760 American Junction,Seredeyskiy,"stomach_pain, acidity, vomiting, cough, chest_pain"
2049,GERD,stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain,,,,,,,,,,,,,gastroenterologist,Tina Chaikovski,4,2024-09-05 00:00:00,13:02:00,66923 Kinsman Alley,Nurabelen,"stomach_pain, acidity, ulcers_on_tongue, cough, chest_pain"
2050,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain,,,,,,,,,,,,gastroenterologist,Jesselyn Meco,1,2024-09-05 00:00:00,15:09:00,50778 Alpine Road,Lizhai,"stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain"
